id,forecast_version,forecast_month,item_id,site_code,customer_id,quantity,unit_price,status
3130,2026-06-SOP,2026-07,CTL-0010,300,,73.84,4241.04,Approved
3131,2026-06-SOP,2026-07,CTL-0011,300,,8.32,4313.52,Approved
3132,2026-06-SOP,2026-07,CTL-0012,300,,15.6,6896.43,Approved
3133,2026-06-SOP,2026-07,CTL-0013,300,CUST-0037,22.88,421.31,Approved
3134,2026-06-SOP,2026-07,CTL-0014,300,,30.16,537.61,Approved
3135,2026-06-SOP,2026-07,CTL-0015,300,,37.44,732.35,Approved
3136,2026-06-SOP,2026-07,CTL-0016,300,,44.72,401.54,Approved
3137,2026-06-SOP,2026-07,CTL-0017,300,CUST-0089,52.0,367.57,Approved
3138,2026-06-SOP,2026-07,CTL-0018,300,,59.28,1037.97,Approved
3139,2026-06-SOP,2026-07,CTL-0019,300,,66.56,1552.09,Approved
3140,2026-06-SOP,2026-07,CTL-0020,300,,73.84,1073.61,Approved
3141,2026-06-SOP,2026-07,CTL-0021,300,CUST-0141,8.32,1213.21,Approved
3142,2026-06-SOP,2026-07,CTL-0022,300,,15.6,3000.17,Approved
3143,2026-06-SOP,2026-07,CTL-0023,300,,22.88,1828.13,Approved
3144,2026-06-SOP,2026-07,CTL-0024,300,,30.16,1167.46,Approved
3145,2026-06-SOP,2026-07,CTL-0025,300,CUST-0193,37.44,1879.61,Approved
3146,2026-06-SOP,2026-07,CTL-0026,300,,44.72,1606.72,Approved
3147,2026-06-SOP,2026-07,CTL-0027,300,,52.0,1644.02,Approved
3148,2026-06-SOP,2026-07,CTL-0028,300,,59.28,3370.5,Approved
3149,2026-06-SOP,2026-07,CTL-0029,300,CUST-0005,66.56,1081.35,Approved
3150,2026-06-SOP,2026-07,CTL-0030,300,,73.84,4306.68,Approved
3151,2026-06-SOP,2026-07,CTL-0031,300,,8.32,2916.96,Approved
3152,2026-06-SOP,2026-07,CTL-0032,300,,15.6,2951.41,Approved
3153,2026-06-SOP,2026-07,CTL-0033,300,CUST-0057,22.88,5656.23,Approved
3154,2026-06-SOP,2026-07,CTL-0034,300,,30.16,3041.5,Approved
3155,2026-06-SOP,2026-07,CTL-0035,300,,37.44,4406.64,Approved
3156,2026-06-SOP,2026-07,CTL-0036,300,,44.72,5442.41,Approved
3157,2026-06-SOP,2026-07,CTL-0037,300,CUST-0109,52.0,6369.84,Approved
3158,2026-06-SOP,2026-07,CTL-0038,300,,59.28,2429.78,Approved
3159,2026-06-SOP,2026-07,CTL-0039,300,,66.56,2854.21,Approved
3160,2026-06-SOP,2026-07,CTL-0040,300,,73.84,5682.14,Approved
3161,2026-06-SOP,2026-07,DRV-0001,100,CUST-0161,8.32,1684.36,Approved
3162,2026-06-SOP,2026-07,DRV-0002,200,,15.6,3244.03,Approved
3163,2026-06-SOP,2026-07,DRV-0003,100,,22.88,2854.57,Approved
3164,2026-06-SOP,2026-07,DRV-0004,200,,30.16,1126.84,Approved
3165,2026-06-SOP,2026-07,DRV-0005,100,CUST-0213,37.44,1735.42,Approved
3166,2026-06-SOP,2026-07,DRV-0006,200,,44.72,2693.59,Approved
3167,2026-06-SOP,2026-07,DRV-0007,100,,52.0,2086.0,Approved
3168,2026-06-SOP,2026-07,DRV-0008,200,,59.28,406.36,Approved
3169,2026-06-SOP,2026-07,DRV-0009,100,CUST-0025,66.56,435.44,Approved
3170,2026-06-SOP,2026-07,DRV-0010,200,,73.84,528.14,Approved
3171,2026-06-SOP,2026-07,DRV-0011,100,,8.32,1210.87,Approved
3172,2026-06-SOP,2026-07,DRV-0012,200,,15.6,352.63,Approved
3173,2026-06-SOP,2026-07,DRV-0013,100,CUST-0077,22.88,809.45,Approved
3174,2026-06-SOP,2026-07,DRV-0014,200,,30.16,1502.83,Approved
3175,2026-06-SOP,2026-07,DRV-0015,100,,37.44,1927.7,Approved
3176,2026-06-SOP,2026-07,DRV-0016,200,,44.72,545.44,Approved
3177,2026-06-SOP,2026-07,DRV-0017,100,CUST-0129,52.0,1126.14,Approved
3178,2026-06-SOP,2026-07,DRV-0018,200,,59.28,2159.93,Approved
3179,2026-06-SOP,2026-07,DRV-0019,100,,66.56,2096.4,Approved
3180,2026-06-SOP,2026-07,DRV-0020,200,,73.84,1449.68,Approved
3181,2026-06-SOP,2026-07,DRV-0021,100,CUST-0181,8.32,1578.52,Approved
3182,2026-06-SOP,2026-07,DRV-0022,200,,15.6,6560.95,Approved
3183,2026-06-SOP,2026-07,DRV-0023,100,,22.88,2081.07,Approved
3184,2026-06-SOP,2026-07,DRV-0024,200,,30.16,2355.97,Approved
3185,2026-06-SOP,2026-07,DRV-0025,100,CUST-0233,37.44,3295.38,Approved
3186,2026-06-SOP,2026-07,DRV-0026,200,,44.72,953.4,Approved
3187,2026-06-SOP,2026-07,DRV-0027,100,,52.0,1770.83,Approved
3188,2026-06-SOP,2026-07,DRV-0028,200,,59.28,3628.75,Approved
3189,2026-06-SOP,2026-07,DRV-0029,100,CUST-0045,66.56,2526.8,Approved
3190,2026-06-SOP,2026-07,DRV-0030,200,,73.84,639.6,Approved
3191,2026-06-SOP,2026-07,DRV-0031,100,,8.32,2018.83,Approved
3192,2026-06-SOP,2026-07,DRV-0032,200,,15.6,357.16,Approved
3193,2026-06-SOP,2026-07,DRV-0033,100,CUST-0097,22.88,1678.97,Approved
3194,2026-06-SOP,2026-07,DRV-0034,200,,30.16,642.41,Approved
3195,2026-06-SOP,2026-07,DRV-0035,100,,37.44,1390.95,Approved
3196,2026-06-SOP,2026-07,DRV-0036,200,,44.72,2339.36,Approved
3197,2026-06-SOP,2026-07,DRV-0037,100,CUST-0149,52.0,6384.99,Approved
3198,2026-06-SOP,2026-07,DRV-0038,200,,59.28,788.88,Approved
3199,2026-06-SOP,2026-07,DRV-0039,100,,66.56,566.56,Approved
3200,2026-06-SOP,2026-07,DRV-0040,200,,73.84,326.81,Approved
3201,2026-06-SOP,2026-07,DRV-0041,100,CUST-0201,8.32,411.3,Approved
3202,2026-06-SOP,2026-07,DRV-0042,200,,15.6,630.06,Approved
3203,2026-06-SOP,2026-07,DRV-0043,100,,22.88,908.86,Approved
3204,2026-06-SOP,2026-07,DRV-0044,200,,30.16,312.91,Approved
3205,2026-06-SOP,2026-07,DRV-0045,100,CUST-0013,37.44,549.0,Approved
3206,2026-06-SOP,2026-07,DRV-0046,200,,44.72,1290.18,Approved
3207,2026-06-SOP,2026-07,DRV-0047,100,,52.0,5574.81,Approved
3208,2026-06-SOP,2026-07,DRV-0048,200,,59.28,1387.94,Approved
3209,2026-06-SOP,2026-07,DRV-0049,100,CUST-0065,66.56,1845.83,Approved
3210,2026-06-SOP,2026-07,DRV-0050,200,,73.84,4902.03,Approved
3211,2026-06-SOP,2026-07,DRV-0051,100,,8.32,4518.53,Approved
3212,2026-06-SOP,2026-07,DRV-0052,200,,15.6,1881.35,Approved
3213,2026-06-SOP,2026-07,DRV-0053,100,CUST-0117,22.88,3670.49,Approved
3214,2026-06-SOP,2026-07,DRV-0054,200,,30.16,3565.79,Approved
3215,2026-06-SOP,2026-07,DRV-0055,100,,37.44,8182.45,Approved
3216,2026-06-SOP,2026-07,DRV-0056,200,,44.72,4604.88,Approved
3217,2026-06-SOP,2026-07,DRV-0057,100,CUST-0169,52.0,6047.16,Approved
3218,2026-06-SOP,2026-07,DRV-0058,200,,59.28,2895.26,Approved
3219,2026-06-SOP,2026-07,DRV-0059,100,,66.56,5922.14,Approved
3220,2026-06-SOP,2026-07,DRV-0060,200,,73.84,549.66,Approved
3221,2026-06-SOP,2026-07,SYS-0001,100,CUST-0221,8.32,722.81,Approved
3222,2026-06-SOP,2026-07,SYS-0002,300,,15.6,1854.09,Approved
3223,2026-06-SOP,2026-07,SYS-0003,100,,22.88,1215.35,Approved
3224,2026-06-SOP,2026-07,SYS-0004,300,,30.16,424.8,Approved
3225,2026-06-SOP,2026-07,SYS-0005,100,CUST-0033,37.44,421.74,Approved
3226,2026-06-SOP,2026-07,SYS-0006,300,,44.72,632.78,Approved
3227,2026-06-SOP,2026-07,SYS-0007,100,,52.0,1323.63,Approved
3228,2026-06-SOP,2026-07,SYS-0008,300,,59.28,325.39,Approved
3229,2026-06-SOP,2026-07,SYS-0009,100,CUST-0085,66.56,833.44,Approved
3230,2026-06-SOP,2026-07,SYS-0010,300,,73.84,1565.46,Approved
3231,2026-06-SOP,2026-07,SYS-0011,100,,8.32,1594.53,Approved
3232,2026-06-SOP,2026-07,SYS-0012,300,,15.6,777.71,Approved
3233,2026-06-SOP,2026-07,SYS-0013,100,CUST-0137,22.88,1263.45,Approved
3234,2026-06-SOP,2026-07,SYS-0014,300,,30.16,1245.69,Approved
3235,2026-06-SOP,2026-07,SYS-0015,100,,37.44,8212.78,Approved
3236,2026-06-SOP,2026-07,SYS-0016,300,,44.72,3063.95,Approved
3237,2026-06-SOP,2026-07,SYS-0017,100,CUST-0189,52.0,4415.6,Approved
3238,2026-06-SOP,2026-07,SYS-0018,300,,59.28,986.55,Approved
3239,2026-06-SOP,2026-07,SYS-0019,100,,66.56,2568.76,Approved
3240,2026-06-SOP,2026-07,SYS-0020,300,,73.84,5725.59,Approved
3241,2026-06-SOP,2026-07,SYS-0021,100,CUST-0001,8.32,2846.94,Approved
3242,2026-06-SOP,2026-07,SYS-0022,300,,15.6,7410.76,Approved
3243,2026-06-SOP,2026-07,SYS-0023,100,,22.88,3536.2,Approved
3244,2026-06-SOP,2026-07,SYS-0024,300,,30.16,8836.05,Approved
3245,2026-06-SOP,2026-07,SYS-0025,100,CUST-0053,37.44,818.44,Approved
3246,2026-06-SOP,2026-07,SYS-0026,300,,44.72,2002.44,Approved
3247,2026-06-SOP,2026-07,SYS-0027,100,,52.0,1450.07,Approved
3248,2026-06-SOP,2026-07,SYS-0028,300,,59.28,3107.59,Approved
3249,2026-06-SOP,2026-07,SYS-0029,100,CUST-0105,66.56,1731.96,Approved
3250,2026-06-SOP,2026-07,SYS-0030,300,,73.84,5013.39,Approved
3251,2026-06-SOP,2026-08,ACT-0001,100,CUST-0002,19.76,3393.07,Approved
3252,2026-06-SOP,2026-08,ACT-0002,200,,27.04,577.45,Approved
3253,2026-06-SOP,2026-08,ACT-0003,100,,34.32,2938.68,Approved
3254,2026-06-SOP,2026-08,ACT-0004,200,,41.6,302.85,Approved
3255,2026-06-SOP,2026-08,ACT-0005,100,CUST-0054,48.88,1195.71,Approved
3256,2026-06-SOP,2026-08,ACT-0006,200,,56.16,802.09,Approved
3257,2026-06-SOP,2026-08,ACT-0007,100,,63.44,4323.02,Approved
3258,2026-06-SOP,2026-08,ACT-0008,200,,70.72,325.41,Approved
3259,2026-06-SOP,2026-08,ACT-0009,100,CUST-0106,78.0,527.67,Approved
3260,2026-06-SOP,2026-08,ACT-0010,200,,12.48,3284.37,Approved
3261,2026-06-SOP,2026-08,ACT-0011,100,,19.76,621.76,Approved
3262,2026-06-SOP,2026-08,ACT-0012,200,,27.04,470.39,Approved
3263,2026-06-SOP,2026-08,ACT-0013,100,CUST-0158,34.32,571.98,Approved
3264,2026-06-SOP,2026-08,ACT-0014,200,,41.6,850.75,Approved
3265,2026-06-SOP,2026-08,ACT-0015,100,,48.88,1535.5,Approved
3266,2026-06-SOP,2026-08,ACT-0016,200,,56.16,314.86,Approved
3267,2026-06-SOP,2026-08,ACT-0017,100,CUST-0210,63.44,930.22,Approved
3268,2026-06-SOP,2026-08,ACT-0018,200,,70.72,1572.91,Approved
3269,2026-06-SOP,2026-08,ACT-0019,100,,78.0,1892.53,Approved
3270,2026-06-SOP,2026-08,ACT-0020,200,,12.48,963.38,Approved
3271,2026-06-SOP,2026-08,ACT-0021,100,CUST-0022,19.76,1450.19,Approved
3272,2026-06-SOP,2026-08,ACT-0022,200,,27.04,1414.86,Approved
3273,2026-06-SOP,2026-08,ACT-0023,100,,34.32,3351.06,Approved
3274,2026-06-SOP,2026-08,ACT-0024,200,,41.6,2938.87,Approved
3275,2026-06-SOP,2026-08,ACT-0025,100,CUST-0074,48.88,4173.42,Approved
3276,2026-06-SOP,2026-08,ACT-0026,200,,56.16,2506.29,Approved
3277,2026-06-SOP,2026-08,ACT-0027,100,,63.44,4273.51,Approved
3278,2026-06-SOP,2026-08,ACT-0028,200,,70.72,333.73,Approved
3279,2026-06-SOP,2026-08,ACT-0029,100,CUST-0126,78.0,1318.94,Approved
3280,2026-06-SOP,2026-08,ACT-0030,200,,12.48,643.14,Approved
3281,2026-06-SOP,2026-08,ACT-0031,100,,19.76,3710.38,Approved
3282,2026-06-SOP,2026-08,ACT-0032,200,,27.04,347.28,Approved
3283,2026-06-SOP,2026-08,ACT-0033,100,CUST-0178,34.32,2003.29,Approved
3284,2026-06-SOP,2026-08,ACT-0034,200,,41.6,521.08,Approved
3285,2026-06-SOP,2026-08,ACT-0035,100,,48.88,3068.53,Approved
3286,2026-06-SOP,2026-08,ACT-0036,200,,56.16,296.0,Approved
3287,2026-06-SOP,2026-08,ACT-0037,100,CUST-0230,63.44,5494.71,Approved
3288,2026-06-SOP,2026-08,ACT-0038,200,,70.72,622.01,Approved
3289,2026-06-SOP,2026-08,ACT-0039,100,,78.0,1134.13,Approved
3290,2026-06-SOP,2026-08,ACT-0040,200,,12.48,302.76,Approved
3291,2026-06-SOP,2026-08,ACT-0041,100,CUST-0042,19.76,682.35,Approved
3292,2026-06-SOP,2026-08,ACT-0042,200,,27.04,1005.42,Approved
3293,2026-06-SOP,2026-08,ACT-0043,100,,34.32,713.94,Approved
3294,2026-06-SOP,2026-08,ACT-0044,200,,41.6,277.0,Approved
3295,2026-06-SOP,2026-08,ACT-0045,100,CUST-0094,48.88,458.79,Approved
3296,2026-06-SOP,2026-08,ACT-0046,200,,56.16,811.03,Approved
3297,2026-06-SOP,2026-08,ACT-0047,100,,63.44,1161.02,Approved
3298,2026-06-SOP,2026-08,ACT-0048,200,,70.72,589.86,Approved
3299,2026-06-SOP,2026-08,ACT-0049,100,CUST-0146,78.0,1297.33,Approved
3300,2026-06-SOP,2026-08,ACT-0050,200,,12.48,1523.79,Approved
3301,2026-06-SOP,2026-08,ACT-0051,100,,19.76,6594.64,Approved
3302,2026-06-SOP,2026-08,ACT-0052,200,,27.04,950.81,Approved
3303,2026-06-SOP,2026-08,ACT-0053,100,CUST-0198,34.32,683.13,Approved
3304,2026-06-SOP,2026-08,ACT-0054,200,,41.6,5794.82,Approved
3305,2026-06-SOP,2026-08,ACT-0055,100,,48.88,3284.38,Approved
3306,2026-06-SOP,2026-08,ACT-0056,200,,56.16,966.53,Approved
3307,2026-06-SOP,2026-08,ACT-0057,100,CUST-0010,63.44,3745.03,Approved
3308,2026-06-SOP,2026-08,ACT-0058,200,,70.72,522.61,Approved
3309,2026-06-SOP,2026-08,ACT-0059,100,,78.0,1265.87,Approved
3310,2026-06-SOP,2026-08,ACT-0060,200,,12.48,325.39,Approved
3311,2026-06-SOP,2026-08,AFT-0001,100,CUST-0062,19.76,2613.91,Approved
3312,2026-06-SOP,2026-08,AFT-0002,100,,27.04,2515.69,Approved
3313,2026-06-SOP,2026-08,AFT-0003,300,,34.32,7053.19,Approved
3314,2026-06-SOP,2026-08,AFT-0004,100,,41.6,3062.37,Approved
3315,2026-06-SOP,2026-08,AFT-0005,100,CUST-0114,48.88,3383.96,Approved
3316,2026-06-SOP,2026-08,AFT-0006,300,,56.16,8463.22,Approved
3317,2026-06-SOP,2026-08,AFT-0007,100,,63.44,441.75,Approved
3318,2026-06-SOP,2026-08,AFT-0008,100,,70.72,367.12,Approved
3319,2026-06-SOP,2026-08,AFT-0009,300,CUST-0166,78.0,958.09,Approved
3320,2026-06-SOP,2026-08,AFT-0010,100,,12.48,346.63,Approved
3321,2026-06-SOP,2026-08,AFT-0011,100,,19.76,656.8,Approved
3322,2026-06-SOP,2026-08,AFT-0012,300,,27.04,1455.78,Approved
3323,2026-06-SOP,2026-08,AFT-0013,100,CUST-0218,34.32,4333.25,Approved
3324,2026-06-SOP,2026-08,AFT-0014,100,,41.6,1397.01,Approved
3325,2026-06-SOP,2026-08,AFT-0015,300,,48.88,1703.35,Approved
3326,2026-06-SOP,2026-08,AFT-0016,100,,56.16,2602.48,Approved
3327,2026-06-SOP,2026-08,AFT-0017,100,CUST-0030,63.44,2665.45,Approved
3328,2026-06-SOP,2026-08,AFT-0018,300,,70.72,833.83,Approved
3329,2026-06-SOP,2026-08,AFT-0019,100,,78.0,1115.51,Approved
3330,2026-06-SOP,2026-08,AFT-0020,100,,12.48,1152.62,Approved
3331,2026-06-SOP,2026-08,AFT-0021,300,CUST-0082,19.76,589.88,Approved
3332,2026-06-SOP,2026-08,AFT-0022,100,,27.04,341.47,Approved
3333,2026-06-SOP,2026-08,AFT-0023,100,,34.32,420.28,Approved
3334,2026-06-SOP,2026-08,AFT-0024,300,,41.6,913.31,Approved
3335,2026-06-SOP,2026-08,AFT-0025,100,CUST-0134,48.88,679.8,Approved
3336,2026-06-SOP,2026-08,AFT-0026,100,,56.16,281.97,Approved
3337,2026-06-SOP,2026-08,AFT-0027,300,,63.44,482.44,Approved
3338,2026-06-SOP,2026-08,AFT-0028,100,,70.72,522.03,Approved
