id,item_id,site_code,version,effective_from,effective_to,status,approved_by,approved_at
196,ACT-0036,200,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
197,ACT-0037,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
198,ACT-0038,200,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
199,ACT-0039,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
200,ACT-0040,200,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
201,ACT-0041,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
202,ACT-0042,200,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
203,ACT-0043,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
204,ACT-0044,200,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
205,ACT-0045,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
206,ACT-0046,200,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
207,ACT-0047,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
208,ACT-0048,200,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
209,ACT-0049,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
210,ACT-0050,200,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
211,ACT-0051,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
212,ACT-0052,200,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
213,ACT-0053,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
214,ACT-0054,200,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
215,ACT-0055,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
216,ACT-0056,200,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
217,ACT-0057,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
218,ACT-0058,200,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
219,ACT-0059,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
220,ACT-0060,200,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
291,AFT-0001,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
292,AFT-0002,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
293,AFT-0003,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
294,AFT-0004,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
295,AFT-0005,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
296,AFT-0006,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
297,AFT-0007,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
298,AFT-0008,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
299,AFT-0009,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
300,AFT-0010,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
301,AFT-0011,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
302,AFT-0012,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
303,AFT-0013,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
304,AFT-0014,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
305,AFT-0015,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
306,AFT-0016,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
307,AFT-0017,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
308,AFT-0018,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
309,AFT-0019,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
310,AFT-0020,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
311,AFT-0021,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
312,AFT-0022,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
313,AFT-0023,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
314,AFT-0024,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
315,AFT-0025,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
316,AFT-0026,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
317,AFT-0027,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
318,AFT-0028,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
319,AFT-0029,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
320,AFT-0030,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
321,AFT-0031,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
322,AFT-0032,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
323,AFT-0033,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
324,AFT-0034,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
325,AFT-0035,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
326,AFT-0036,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
327,AFT-0037,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
328,AFT-0038,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
329,AFT-0039,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
330,AFT-0040,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
331,AFT-0041,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
332,AFT-0042,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
333,AFT-0043,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
334,AFT-0044,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
335,AFT-0045,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
336,AFT-0046,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
337,AFT-0047,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
338,AFT-0048,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
339,AFT-0049,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
340,AFT-0050,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
341,AFT-0051,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
342,AFT-0052,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
343,AFT-0053,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
344,AFT-0054,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
345,AFT-0055,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
346,AFT-0056,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
347,AFT-0057,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
348,AFT-0058,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
349,AFT-0059,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
350,AFT-0060,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
221,CTL-0001,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
222,CTL-0002,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
223,CTL-0003,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
224,CTL-0004,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
225,CTL-0005,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
226,CTL-0006,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
227,CTL-0007,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
228,CTL-0008,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
229,CTL-0009,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
230,CTL-0010,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
231,CTL-0011,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
232,CTL-0012,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
233,CTL-0013,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
234,CTL-0014,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
235,CTL-0015,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
236,CTL-0016,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
237,CTL-0017,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
238,CTL-0018,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
239,CTL-0019,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
240,CTL-0020,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
241,CTL-0021,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
242,CTL-0022,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
243,CTL-0023,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
244,CTL-0024,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
245,CTL-0025,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
246,CTL-0026,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
247,CTL-0027,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
248,CTL-0028,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
249,CTL-0029,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
250,CTL-0030,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
251,CTL-0031,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
252,CTL-0032,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
253,CTL-0033,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
254,CTL-0034,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
255,CTL-0035,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
256,CTL-0036,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
257,CTL-0037,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
258,CTL-0038,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
259,CTL-0039,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
260,CTL-0040,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
101,DRV-0001,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
102,DRV-0002,200,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
103,DRV-0003,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
104,DRV-0004,200,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
105,DRV-0005,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
106,DRV-0006,200,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
107,DRV-0007,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
108,DRV-0008,200,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
109,DRV-0009,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
110,DRV-0010,200,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
111,DRV-0011,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
112,DRV-0012,200,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
113,DRV-0013,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
114,DRV-0014,200,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
115,DRV-0015,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
116,DRV-0016,200,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
117,DRV-0017,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
118,DRV-0018,200,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
119,DRV-0019,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
120,DRV-0020,200,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
121,DRV-0021,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
122,DRV-0022,200,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
123,DRV-0023,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
124,DRV-0024,200,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
125,DRV-0025,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
126,DRV-0026,200,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
127,DRV-0027,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
128,DRV-0028,200,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
129,DRV-0029,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
130,DRV-0030,200,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
131,DRV-0031,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
132,DRV-0032,200,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
133,DRV-0033,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
134,DRV-0034,200,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
135,DRV-0035,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
136,DRV-0036,200,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
137,DRV-0037,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
138,DRV-0038,200,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
139,DRV-0039,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
140,DRV-0040,200,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
141,DRV-0041,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
142,DRV-0042,200,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
143,DRV-0043,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
144,DRV-0044,200,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
145,DRV-0045,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
146,DRV-0046,200,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
147,DRV-0047,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
148,DRV-0048,200,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
149,DRV-0049,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
150,DRV-0050,200,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
151,DRV-0051,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
152,DRV-0052,200,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
153,DRV-0053,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
154,DRV-0054,200,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
155,DRV-0055,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
156,DRV-0056,200,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
157,DRV-0057,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
158,DRV-0058,200,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
159,DRV-0059,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
160,DRV-0060,200,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
1,SA-0001,200,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
2,SA-0002,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
3,SA-0003,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
4,SA-0004,200,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
5,SA-0005,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
6,SA-0006,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
7,SA-0007,200,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
8,SA-0008,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
9,SA-0009,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
10,SA-0010,200,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
11,SA-0011,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
12,SA-0012,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
13,SA-0013,200,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
14,SA-0014,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
15,SA-0015,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
16,SA-0016,200,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
17,SA-0017,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
18,SA-0018,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
19,SA-0019,200,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
20,SA-0020,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
21,SA-0021,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
22,SA-0022,200,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
23,SA-0023,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
24,SA-0024,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
25,SA-0025,200,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
26,SA-0026,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
27,SA-0027,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
28,SA-0028,200,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
29,SA-0029,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
30,SA-0030,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
31,SA-0031,200,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
32,SA-0032,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
33,SA-0033,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
34,SA-0034,200,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
35,SA-0035,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
36,SA-0036,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
37,SA-0037,200,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
38,SA-0038,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
39,SA-0039,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
40,SA-0040,200,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
41,SA-0041,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
42,SA-0042,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
43,SA-0043,200,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
44,SA-0044,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
45,SA-0045,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
46,SA-0046,200,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
47,SA-0047,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
48,SA-0048,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
49,SA-0049,200,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
50,SA-0050,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
51,SA-0051,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
52,SA-0052,200,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
53,SA-0053,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
54,SA-0054,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
55,SA-0055,200,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
56,SA-0056,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
57,SA-0057,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
58,SA-0058,200,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
59,SA-0059,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
60,SA-0060,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
61,SA-0061,200,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
62,SA-0062,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
63,SA-0063,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
64,SA-0064,200,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
65,SA-0065,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
66,SA-0066,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
67,SA-0067,200,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
68,SA-0068,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
69,SA-0069,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
70,SA-0070,200,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
71,SA-0071,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
72,SA-0072,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
73,SA-0073,200,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
74,SA-0074,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
75,SA-0075,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
76,SA-0076,200,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
77,SA-0077,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
78,SA-0078,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
79,SA-0079,200,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
80,SA-0080,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
81,SA-0081,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
82,SA-0082,200,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
83,SA-0083,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
84,SA-0084,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
85,SA-0085,200,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
86,SA-0086,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
87,SA-0087,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
88,SA-0088,200,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
89,SA-0089,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
90,SA-0090,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
91,SA-0091,200,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
92,SA-0092,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
93,SA-0093,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
94,SA-0094,200,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
95,SA-0095,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
96,SA-0096,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
97,SA-0097,200,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
98,SA-0098,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
99,SA-0099,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
100,SA-0100,200,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
261,SYS-0001,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
262,SYS-0002,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
263,SYS-0003,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
264,SYS-0004,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
265,SYS-0005,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
266,SYS-0006,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
267,SYS-0007,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
268,SYS-0008,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
269,SYS-0009,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
270,SYS-0010,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
271,SYS-0011,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
272,SYS-0012,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
273,SYS-0013,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
274,SYS-0014,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
275,SYS-0015,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
276,SYS-0016,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
277,SYS-0017,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
278,SYS-0018,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
279,SYS-0019,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
280,SYS-0020,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
281,SYS-0021,100,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
282,SYS-0022,300,2026-A,2026-01-01,,Active,EMP-0661,2025-11-21
